c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3",rmse,kfold rmse
3.372622087903221,5.422402382389167e-05,-2.8402832389504117e-06,-1.7740927580910608e-07,8.473200249291976e-07,5.805495266412238e-07,3.246818202860091e-06,2.8633254397739356,2.4049316438202815,1.9923832817101836,6.963759146445141e-06,-1.6755985244052332e-09,-2.8088163995515233e-09,14.05106002692418,14.034333162643723
