language to,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
ka,30.468010608202643,-57.824709816732486,-1.2588397387156332e-06,-6.998403595034044e-09,5.1429564830615595,5.214978919805207
gu,33.00860262679731,-41.84442200634646,-29.586712682658092,-4.429755928332177e-09,5.124862946905388,5.183554680135047
hi,38.5607116839384,-70.34183416786111,-2.69351909603648e-09,0.0054319878070520355,4.278670481265481,4.329093376079612
si,47.76842680595523,-96.41836014763969,2.410992269108016e-10,36.19982190271635,5.0133933904792825,5.174434556786524
ta,35.591169621648675,-63.15159055799269,0.00232974840187442,9.374453395105204e-09,5.018096517112739,5.034109599478084
