c0,c1,"c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
21.24394461858729,2.1366562222060024,38.09503441405295,-413.74758399722356,447.09859530789845,8.689590690497647,3.14210473569269,0.8320055740284223,8.317688674280815,3.100002721608318,1.0144635541847005,2.80502200927716,-1.3720662017257996,-1.9171761127681346,6.377843736747128,-0.5803128363540234,-3.2326420743641777,8.893672559398269,-2.1600896105156617,-12.169158715575898,5.982129050410886,1.698710117667157,0.4020273101861225,4.159277388984135,4.1938839839458835
