,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[1.0],0.17901166754764827,[-1.0],2.0686887019318716,[-0.5],5.173677535771019
kfold,[-1.0],0.3749068795467923,[0.5],2.856275604366475,[-0.5],10.83532063356267
