train set,test set,language to,c0,c1,rmse,kfold rmse
gov,flores,ka,-5.024296375316762e-10,0.6441890425173095,3.4038148858363675,8.290815396973384
gov,flores,gu,3.19727928303222,0.7557823261116433,4.233434877950245,11.73442212014012
gov,flores,hi,3.9065087851320452,0.3659765177029695,4.453195627855265,9.374143258914355
gov,flores,si,0.2265499646680542,0.2987652482009073,4.115567912732902,7.155749359982583
gov,flores,ta,0.00021960121017620328,0.26457422112415335,2.94544858057139,4.7948688361655405
gov,bible,ka,-2.963865791484684e-11,0.06928046726003141,0.4850500136328797,0.5733572639707898
gov,bible,gu,-2.3349940388506373e-09,0.21322458692692342,1.6456699815824118,2.785082701895341
gov,bible,hi,-1.3530838195055421e-09,0.08632328185789367,1.4178046040848427,2.291418997592897
gov,bible,si,-8.435329158587878e-10,0.03229716712731107,0.3634522754781734,0.4236429300376228
gov,bible,ta,-2.960057507474218e-09,0.03434591174330238,0.34912451329519023,0.4139420091618215
gov,gov,ka,9.493198700530893,1.1394556617062925,6.101616292925537,20.926935573018497
gov,gov,gu,18.527890809347316,0.8782310774422263,4.631253201059504,14.135075289156445
gov,gov,hi,19.226325388908656,0.43482207272617357,5.596758708756417,12.693033498350973
gov,gov,si,24.11205770827813,0.6215322350287675,7.498621005654696,17.249487471502864
gov,gov,ta,19.98526303449316,0.5064996127628418,6.05916816289142,13.535639346958824
bible,flores,ka,-1.7292359278106518e-09,0.09091926488914163,0.5675124392334975,0.6313899879965104
bible,flores,gu,-3.5263631307795755e-10,0.1893991928601563,1.5489077294136135,2.754853921507934
bible,flores,hi,-7.403752736084612e-10,0.12259053848338626,1.0940252293647916,1.1600359116944738
bible,flores,si,-2.8775211202682938e-09,0.07961471249942777,0.669345783200365,0.7214920270839464
bible,flores,ta,-1.0041323279342212e-09,0.08167301416506782,0.6140723879035479,0.661213615476239
bible,bible,ka,8.17075012119037,0.8996594598811845,4.60725836541514,5.893782955830025
bible,bible,gu,11.636053162091285,0.760884333626389,4.203679907689438,11.529351231224455
bible,bible,hi,13.972109750030233,0.821768653669316,4.255552094354047,5.198162004366291
bible,bible,si,17.627212602278373,0.942176679703271,4.743867418034741,6.140714928609913
bible,bible,ta,11.852383321616433,0.8761900362366342,4.39019360363854,5.47734492556947
bible,gov,ka,-4.4528924518614995e-09,0.03553718530109106,0.30555017245402466,0.33347495870698085
bible,gov,gu,-3.6518993758228677e-09,0.12424233484689189,0.920090271919477,1.3625939212393372
bible,gov,hi,-1.4681121621123276e-09,0.07786403874287968,0.79895807952139,0.8584636236885217
bible,gov,si,-4.007021565254045e-09,0.03223264591591284,0.3522761435183411,0.3814727071911582
bible,gov,ta,-1.4870013287054047e-09,0.02726266316146836,0.30058838331191184,0.3261312773071272
