language to,c0,c1,rmse,loo rmse
ka,7.693673518286188,0.2880272084115041,10.825125441135844,10.831409382498064
gu,11.134331065759637,0.30787981859410424,10.408531351997638,10.414390441567845
hi,10.716894292400735,0.23424873671983107,11.196900424888604,11.200740799137591
si,11.250639187607366,0.2731306131050304,15.421442426721025,15.43047966621324
ta,9.352773168774625,0.23791736794094787,12.312829118887603,12.320012768164464
