c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3",rmse,kfold rmse
8.295811750611279,1.1176628676493977e-06,-5.605899889278799e-07,-2.579453007751345e-08,2.681795331648184e-06,4.784338883635496e-07,1.8108985174391687e-06,2.3456592081037657,-1.1612099107079761e-07,8.0762617708347e-06,2.853484803785034e-06,-1.169449494466727e-07,4.7126815168248327e-07,13.965708070077072,13.925167801329675
