model,pareto,rawlsian,1k-ka,1k-gu,1k-hi,1k-si,1k-ta,10k-ka,10k-gu,10k-hi,10k-si,10k-ta,25k-ka,25k-gu,25k-hi,25k-si,25k-ta,50k-hi,50k-si,50k-ta
linear,True,True,1.3135474642197498,3.6668817033377152,1.7426290064540002,1.9564778635907776,2.482973959580612,3.3439446598627054,4.817106208989202,2.835210240105805,3.8908623333535446,3.7521558925038967,3.3704497788224868,5.19044366482269,2.7165481440445163,4.24489615811743,3.5724658315406885,0.6660385035250326,7.550689133724738,5.533328170779782
poly2,True,False,1.5023681164114766,4.148097254290734,2.072816422007285,0.5163145581875496,2.489479080622434,3.711298389341936,4.949030302630789,3.0305284201627978,2.199795305027604,3.0205878392143526,3.7020985664437904,5.130704900634378,2.8401661672995253,2.4185484544715496,2.7328147317421467,2.1021520389117323,9.884992121683846,7.475103607163322
poly3,True,False,1.1237124502369098,1.8622803739411804,0.4712491306930295,0.4152929932178337,1.0756285231191371,2.0178916715500725,2.139587974955224,0.8156593511851392,2.874556278865203,3.455891919045836,1.799278237084266,1.8556208959517717,0.6294605137822783,3.2891080801643486,3.385240382313408,2.661232477504398,10.891520207856216,8.303113524549167
exp,False,False,2.353376442203752,5.820796706122114,3.475924493993657,0.794431135264236,3.3963503501291954,5.166072764890246,7.095157909728098,4.667899907909221,2.225218921727314,3.34493962325128,5.5671113549841005,7.73059687985459,4.893287572075448,2.500131395953306,3.104213579749729,17.829299321138297,64.73632339726196,41.236959169991465
log,True,False,1.5503471008127805,5.013222198835443,2.805065743090612,0.9455352407594034,2.786217047986093,4.779520802795602,6.979022316956866,4.424973999335431,2.020631380021125,3.189301259084718,5.212188149671565,7.7798873566645055,4.681896291725535,2.114099968231262,2.8598931053704053,4.533191158942866,0.8738341977180181,1.5940376515099757
power,False,False,4.92480984670517,10.192894417724627,6.335692154820827,0.9984498792650032,5.821967677264162,8.023251577521522,11.310674744031624,7.518365955101625,2.5140189996137816,4.146500676597872,8.978102504260404,12.507007106984592,8.127600971552967,3.6442731960986463,3.8757260331483008,101.85865061389364,6039.477782067565,2533.86869646627
hmult,False,False,3.1986025713843707,9.545488737678454,5.955275342791606,0.7983824886597888,4.868838130571414,8.593053402713256,13.177889791013554,8.570096968603606,2.567706747902568,4.16273054071572,9.97752391808652,15.21699721901448,9.573294103017998,4.014415529856557,3.965574696452872,44.336619749737785,217.24226186706952,154.11274276317144
