,models,Normality p-value,AIC of centered model,BIC of centered model,LogLikelyhood,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,0.46645896921371155,142.83719879029476,146.6179423060871,-70.41859939514738,-0.036140627434269046,0.2724429560229007,0.30661006454125744
1,poly2,0.19523672981433524,142.83243265046775,146.61317616626008,-70.41621632523388,-0.035866308691978155,0.41004239747326754,0.5287860116023477
2,poly3,0.19445396880554583,143.1978430702086,146.97858658600092,-70.5989215351043,-0.057109893369169384,0.4627836166805188,0.615410842071334
3,exp,0.4203577771752237,142.36082177945298,146.1415652952453,-70.18041088972649,-0.009078447279481594,0.14914368619938806,0.11202875214629343
4,log,0.21071423174382065,141.9604373488717,145.74118086466402,-69.98021867443585,0.013119275717302425,0.15894274904334038,0.13163359122540472
5,power,0.2953789888822097,142.16789911283007,145.9486426286224,-70.08394955641504,0.0016790288739149117,0.2505678338086334,0.28177857348902674
6,mult,0.2953789888822097,142.16789911283007,145.9486426286224,-70.08394955641504,0.0016790288739149117,0.2505678338086334,0.28177857348902674
7,hybrid_mult,0.39078514849036416,142.56673460750392,146.34747812329624,-70.28336730375196,-0.020688181415658313,0.229497467288032,0.2564925258472087
8,scaling,0.25772245981629655,142.2115722845819,145.99231580037423,-70.10578614229095,-0.0007461255101155473,0.31488914665729895,0.3306193336975096
