c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3",rmse,kfold rmse
3.5746496210568384,0.0009775545811917257,4.379609546157283e-07,8.100215702058613e-07,2.2136719793549072e-07,-3.609901049142457e-08,5.776798821105479e-07,7.114917331159419e-08,-2.2593966175651783e-08,-8.359336210841868e-08,2.896204908552538,2.2856070174566945,1.7360658993654605,14.062298259042862,13.967063255288423
