language to,c0,c1,rmse,loo rmse
ka,10.70445404125481,0.8855591009401887,11.119527752344112,11.122566480735848
gu,14.41466364197026,0.9508504528397789,10.782578424614837,10.785497772349437
hi,14.290846222318272,0.9087391906675638,11.721123166770633,11.722649665843162
si,15.48471172852391,0.9808201229337945,15.943949403478406,15.946726522913714
ta,12.995851931263077,0.9616811185487444,12.798891179985489,12.801186203202372
