c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
0.8743979441503805,20.156594801629378,-1.506597827877095,10.72693871664576,0.07064027041886317,-3.329770809895839,-2.357007394518086,-31.19524939661023,-0.9039178764091366,6.829345231516398,6.867770169268046
