model,pareto,rawlsian,gov-flores,gov-bible,gov-gov,bible-flores,bible-bible,bible-gov
linear,False,False,5.2193909444444175,1.323176419870093,9.79645796645902,0.9614385365115612,7.177148945733839,0.7291560524949702
poly2,True,False,5.085956021795587,1.2198606658870168,9.021667461944904,0.9293048614984408,6.652640524868741,0.6942604831511536
poly3,True,True,4.9962715057002445,1.1995211491404691,8.986976967730545,0.92958436609467,6.503152696994898,0.6946133551588684
exp,False,False,5.218780243429434,1.3231164542485945,9.797825967422444,0.95981517557727,7.17586465467639,0.7282158159475753
log,False,False,5.212501441838645,1.3254144799956629,9.77475692935158,0.9648461422647584,7.184172621188727,0.7313815896571051
power,False,False,5.211395268655878,1.3257198066001197,9.777415627455316,0.9630828097265492,7.182404133473902,0.7304756082991839
hmult,False,False,5.206033613959759,1.3212789469913369,9.811576402445136,0.9708413967328016,7.167577477634611,0.7285308485792251
