c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
10.115647668440088,-1.2307320565240627e-05,-5.212729881324301e-09,3.0935510197758426e-07,-0.00014060209113911663,13.929235412638375,13.901258295920075
