c0,"c1,1","c1,2",c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
7.198855415218322,0.20991845852560267,-0.0011850310991144467,-1.4962802572157927,2.9020100385717975,1.0325356907884593,0.26518040450668506,2.1582286645584983,0.39704566175355444,-0.12428240769178728,0.21529077158795734,-1.2377466993192143,-1.183289193845118,2.1328134721916765,-0.25078583387707426,-1.2210104889531295,0.8652266405136328,-4.83490623030505,-9.965044166429015,-0.6495102722020403,-1.3185580774927879,-0.8449571011976982,6.51474442094799,6.595837050670198
