model,pareto,rawlsian,gov-1k,gov-10k,gov-25k,gov-50k,bible-1k,bible-10k,bible-25k
linear,True,False,8.313630885882974,14.14702293719657,15.540654514208873,17.548711508431712,7.872147246405264,12.457207911288156,14.280355660519351
poly2,False,False,8.40038890416984,14.310361089964443,15.717311266705163,17.875047029898756,7.934408483341644,12.555966102688112,14.3960692340487
poly3,False,False,8.388140592526472,14.329472935788903,15.842777472628187,17.875036250297896,7.934732091733478,12.555909349061272,14.396079368520017
exp,True,False,8.313719030822739,14.146830751725496,15.540430740997428,17.52469585474243,7.87066223479632,12.455077120230593,14.278137249621617
log,False,False,8.313031842674459,14.147524049615626,15.540852494595654,17.54586948709563,7.87105242257414,12.455795401085652,14.278866773621726
power,True,False,8.31271552813657,14.147050633671473,15.54032071221568,17.521603890440915,7.869231458977595,12.453265154296425,14.276189398411551
hmult,True,True,8.323325915179314,14.125770549277998,15.517845355641525,17.460416259361498,7.859486883688635,12.439768495895006,14.259696637103534
