,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,"[-0.5, 0.0]",0.15913156066608045,"[-1.0, 0.0, 0.5, 1.0]",2.08981374635155,[1.0],4.975844340375673
loo,[-1.0],0.3006619421376753,[1.0],2.5603259225691497,"[-0.5, 0.0, 0.5]",9.401324262332599
