train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,c3,c4,rmse,kfold rmse
cc_align,25,gov,1,flores,10.100165783793036,-5.5987605451012525,0.0,0.0,0.0,2.2846287517429658,2.6701870186490555
cc_align,25,gov,1,bible,-0.7640307870142652,3.7780581978314354,0.0,0.0,0.0,0.7169580010500866,0.8072083145172821
cc_align,25,gov,1,gov,4.442136797308055,34.15787605228658,0.0,0.0,0.0,2.194439221233329,2.4880806300137763
cc_align,25,gov,10,flores,22.236902254978936,-16.370506147241894,0.0,0.0,0.0,3.340602394122078,3.906915452403756
cc_align,25,gov,10,bible,1.6380905884904968,2.0221235763907295,0.0,0.0,0.0,0.9168775251801693,0.9256627755736977
cc_align,25,gov,10,gov,16.39365783329711,35.54506991188788,0.0,0.0,0.0,3.3859054982653705,3.6565614198397443
cc_align,25,gov,25,flores,25.87296193680794,-20.0952722531962,0.0,0.0,0.0,3.4076055169390407,3.9803130612151976
cc_align,25,gov,25,bible,0.5307588509778353,5.006688852171092,0.0,0.0,0.0,1.0261163030031626,1.0371297208221057
cc_align,25,gov,25,gov,16.864128154256026,41.466336731981656,0.0,0.0,0.0,3.7641356341137264,4.058465783836075
cc_align,25,gov,50,flores,47.09503509357432,-59.595658971295315,0.0,0.0,0.0,0.7830225384431522,1.4794372088209244
cc_align,25,gov,50,bible,5.907856601036083,-4.934648632273651,0.0,0.0,0.0,0.5268783586774703,0.9954802323206756
cc_align,25,gov,50,gov,17.53465914225913,47.744614437605414,0.0,0.0,0.0,4.805134900346754,9.07878709199622
cc_align,25,bible,1,flores,0.786218936084689,1.7400530722381518,0.0,0.0,0.0,0.677941135943961,0.7164419601914789
cc_align,25,bible,1,bible,13.20041400098028,9.55846478821579,0.0,0.0,0.0,2.6653904581588437,2.725895403462845
cc_align,25,bible,1,gov,1.9732326882257767,-1.8532616009783878,0.0,0.0,0.0,0.4842336519093052,0.5324339517838748
cc_align,25,bible,10,flores,1.3063121337356696,2.9204961946370047,0.0,0.0,0.0,0.9374341453568799,1.0230150648111889
cc_align,25,bible,10,bible,23.20298866456503,8.7537804518733,0.0,0.0,0.0,3.5042308519648304,3.536239518597353
