train set size,c0,c1,rmse,kfold rmse
1,1.2744445642030031,-1.6658122762158731,8.144429583837479,8.139907067505339
10,2.5224010517677478,-1.6123894676484893,13.737221583704942,13.715113228009402
25,2.9661102536063733,-1.5886017733838318,15.38147330346596,15.356695369507944
50,1.0913552599517768,-3.1422377040526883,17.232454954768265,17.46063012141314
