train set size,language to,c0,c1,rmse,kfold rmse
1,ka,0.8344670378548769,-1.3122253681807474,2.3968946031996694,4.92480984670517
1,gu,2.975559207553125,-0.8911891475847925,5.344907519617504,10.192894417724629
1,hi,1.924795617714889,-1.1248658487941579,3.8992239278367316,6.335692154820827
1,si,0.3155233276662612,-2.381874420465993,0.9386096471297282,0.9984498792650031
1,ta,1.2858089390829128,-1.2745935043734802,3.763161728164514,5.821967677264162
10,ka,2.8829303597266445,-0.9997101758557768,6.085705651673726,8.023251577521522
10,gu,5.230467906914817,-0.7669117290159647,7.647525563124853,11.310674744031624
10,hi,3.5493417109857526,-0.9612340211402309,5.893909207855377,7.518365955101625
10,si,1.2278914349745396,-1.5723901180272757,2.392529952519731,2.5140189996137816
10,ta,1.2607701463476806,-1.3872967396672935,3.6700482510481365,4.146500676597872
25,ka,3.4676033921808695,-0.9580204368735026,6.789121162268908,8.978102504260404
25,gu,6.190900532893687,-0.7294676463935473,8.5226834018384,12.507007106984593
25,hi,4.074322014122134,-0.9329513770797679,6.433439952997401,8.127600971552967
25,si,1.7973698486982053,-1.419449199531217,3.3119374016457663,3.6442731960986463
25,ta,1.5211893334099187,-1.3239755263102968,3.4919024772767253,3.8757260331483008
50,hi,4.11474155055992,-1.1311356690142718,4.123101370164274,101.85865061389363
50,si,2.9906862132776832,-1.194335611792628,3.081624140915858,6039.477782067565
50,ta,2.884510847119758,-1.1278118836758189,2.7675363995533626,2533.86869646627
