train set,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3",rmse,kfold rmse
gov,flores,26.351070724442888,6.36766325366802,-0.9005918397978145,-2.901228717908866,4.3949126552464435,-1.9893457337359792,-2.9905971558417983,2.647961921311132,-2.376638857055513,-2.5266401051954626,3.2460040188080144,-8.6729338901894,-13.943647569367217,10.87618265360786,-3.0513160932566388,-15.58564754866703,-14.66071182118002,-13.424698168922049,-7.637882230915652,4.292268026976611,4.415037683902962
gov,bible,7.990074624942535,1.9592384092696642,-0.24186521245621476,-0.8538218041362038,0.8147703950996239,-1.1120553582581982,-1.2820045261876383,1.9102597328898572,0.3269586955809338,-0.009729448837128899,0.7811982489810022,-3.102116941189888,-4.9040678457265585,3.289873422291458,-0.9403152062655037,-4.747489067311908,-6.894333687191935,-5.7848283447361775,-3.2220566772456642,0.7609995863219339,0.7821651497091858
gov,gov,4.904024754699132,9.891085048910732,9.408934125217302,7.383891626688488,12.673886072917986,11.283654247106046,8.03622876443799,5.776274587706097,4.374043260457338,2.8443478696303783,3.3791085650955774,6.002190442502512,8.891327497503607,-2.9761441675992635,-10.070183291443092,-16.453141789428678,43.19704105872796,29.649190601839415,15.572240570097472,8.631131744226085,8.857767101244587
bible,flores,5.5402557943049455,1.3720541236888475,-0.15281218098035357,-0.5797027340759476,0.2535827387032113,-1.078924853413607,-1.117107011958116,1.217334671252989,0.08346901865912844,-0.13346284147384624,1.1589216501706718,-1.4365903298565563,-2.785184248120742,2.456716198773314,-0.3184522042215843,-2.816106160515176,-6.37363176639403,-5.126378218080917,-2.823642634529496,0.6676659177915703,0.6952029719883346
bible,bible,6.853909109721271,7.382826886389242,6.064917789434368,4.457175436977019,11.366733107166304,9.53616969360363,6.634602989714323,0.8354206439898388,-0.5193697176594179,-0.649099216531463,2.0951473375949687,2.9151302417019496,4.999847910859797,-1.0212538719507929,-8.109502283491162,-14.488741264804663,38.003273715255055,25.77958412451305,13.48575366018245,6.252430640479568,6.501732900076779
bible,gov,4.5366757166555916,1.121343390188961,-0.12752409208312,-0.47667841969026137,0.3819283308940935,-0.7113210898949013,-0.7872341281326304,0.9498859185111058,0.04198728206412796,-0.11831577195269946,0.6832261253647893,-1.46395883463797,-2.5055463674835563,1.8749671472708047,-0.5205716531267897,-2.6765613256918837,-4.336206346201857,-3.579745520854454,-1.9854783992108582,0.4077036016640908,0.42821977967456987
