train set,c0,c1,c2,c3,rmse,kfold rmse
gov,6.233557151932451,5.482629144304916,-1.6612265100380996e-09,1.675388874612446,14.793954111947647,14.889326792157059
bible,3.904863408630542,3.2522052786618065,5.867327365129495e-05,-1.4620915341103114e-09,12.304299586225843,12.29431620574518
