train set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,13.398242790313459,1.0795997992990345e-08,0.02010970109356001,0.017710216987540023,-0.008641574648665927,14.582663153579512,14.667720036535698
bible,5.886072599448089,1.5380658540022694,0.015963736632027225,-7.346493779615131e-09,-0.010577303880130062,12.334900667328078,12.236250881153424
