train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,rmse,kfold rmse
cc_align,25,gov,1,flores,6.146101727974845,-1.7368580667854396,2.2983327290306192,2.514458188906336
cc_align,25,gov,1,bible,2.393987472772819,2.011098814003158,0.7220341635499898,0.7546522373761767
cc_align,25,gov,1,gov,37.21493261174739,25.412975924561213,1.7021554962262804,1.8443155912152964
cc_align,25,gov,10,flores,8.25033023819464,-9.232771828679981,3.349975124285751,3.669468626283907
cc_align,25,gov,10,bible,2.966815334743662,0.45706791231225885,0.9221352033912019,0.9235799909002044
cc_align,25,gov,10,gov,52.72317515998151,30.257895794989075,2.768092002324588,2.9283100928590606
cc_align,25,gov,25,flores,8.48952743204932,-11.700938552639098,3.411353592539672,3.7413232950802464
cc_align,25,gov,25,bible,4.280624405923537,1.9196852317118216,1.0454664030948102,1.0461835403024073
cc_align,25,gov,25,gov,58.8646023733986,34.645747752985635,3.0591393125082327,3.2287768571184685
cc_align,25,gov,50,flores,-6.0323097027155725,-37.84522311490333,0.32659863237109,0.46188021535290913
cc_align,25,gov,50,bible,0.47839438819885216,-4.93633344697247,0.408248290463863,0.5773502691896263
cc_align,25,gov,50,gov,69.41516414385381,46.620927055850814,3.6742346141747673,5.196152422706636
cc_align,25,bible,1,flores,2.23363066948718,0.9141358246242896,0.6792152334373349,0.693902010363846
cc_align,25,bible,1,bible,25.53074017197657,12.523660797356206,2.47109962027704,2.524480144505024
cc_align,25,bible,1,gov,0.4663693330047801,-0.9141358203774774,0.4871686908385363,0.5152669210189349
cc_align,25,bible,10,flores,3.587082937282195,1.2797901544742174,0.9430447143870397,0.9744229061072965
cc_align,25,bible,10,bible,36.071275377053446,14.169105281679883,3.300050504664033,3.3402095742632776
cc_align,25,bible,10,gov,3.300892005246834,2.7424074683938886,0.8438009243891595,0.8988882020301208
cc_align,25,bible,25,flores,4.307350539818215,2.1025123966320853,1.0091250335480404,1.0229858258494986
cc_align,25,bible,25,bible,39.53764470756586,13.254969457055067,3.3230006520212028,3.3535801764681445
cc_align,25,bible,25,gov,3.8543442667581007,3.108061787618854,0.9018499505645788,0.9494735379113476
cc_align,100,gov,1,flores,5.591757451731959,-4.844919870482503,2.1038852947186384,2.294885618027049
cc_align,100,gov,1,bible,2.4405352050452507,1.6454444842695437,0.7042726744663603,0.741619848357186
cc_align,100,gov,1,gov,36.00669006346476,20.568056054051574,1.49164338901763,1.5871357849913184
cc_align,100,gov,10,flores,10.730954644101056,-7.313086596996529,3.221386864897374,3.5205113255606597
cc_align,100,gov,10,bible,5.321159605644711,3.5651297068888135,0.8814760348415605,0.8848728722251574
cc_align,100,gov,10,gov,53.99689503032573,31.44627236701756,2.7577768824423283,2.8902422043708493
cc_align,100,gov,25,flores,10.436521168950746,-10.695389144730923,3.104351784189414,3.342603775148251
cc_align,100,gov,25,bible,5.847885733088337,3.7479568608529745,0.9177871939253313,0.9181503145199371
cc_align,100,gov,25,gov,59.784869975855905,35.46846999500769,3.1870571587803904,3.316247878342477
cc_align,100,gov,50,flores,-6.123290926083263,-40.861871360715696,0.12247448713915919,0.17320508075688917
cc_align,100,gov,50,bible,2.038751188177178,-3.8393704633813748,0.24494897427831766,0.3464101615137753
cc_align,100,gov,50,gov,70.64578854977721,48.54061228756235,3.796709101313925,5.369357503463522
cc_align,100,bible,1,flores,2.16681533474373,0.4570679123124322,0.67700320038633,0.689202437603278
cc_align,100,bible,1,bible,25.03675269910413,10.512561983181762,2.5428986085436707,2.597402548701319
cc_align,100,bible,1,gov,0.7930954644101313,-0.7313086596996268,0.5561774297230456,0.5848076606885387
cc_align,100,bible,10,flores,4.74743974045958,2.3767531436665017,0.9640193635676273,0.9785192895390461
cc_align,100,bible,10,bible,37.25835831433565,15.448895436154103,3.3672441748904003,3.4085920847176845
cc_align,100,bible,10,gov,4.347885744757934,3.74795688072273,0.840436394579229,0.8754998565383433
cc_align,100,bible,25,flores,5.974611863033509,3.9307840190008356,1.1217545780309226,1.1362218076574058
cc_align,100,bible,25,bible,39.01047256943756,11.700938555193686,3.399019466454015,3.4324189720953444
cc_align,100,bible,25,gov,5.461694798849389,5.210574170903686,0.910494371207203,0.9308598175880191
gov,25,bible,1,flores,1.4663693305128456,-0.9141358246242237,0.8996295533903571,0.9324698386543852
gov,25,bible,1,bible,22.742319222000976,7.130259432070964,2.211786608151881,2.3190515302597445
gov,25,bible,1,gov,1.6930954644103078,-0.7313086596993653,0.879393730551528,0.9165151389875729
gov,25,bible,10,flores,3.6801784016915375,0.5484814947734326,1.3386560424545206,1.4170391661410209
gov,25,bible,10,bible,34.937198534641425,11.883765432883395,3.4740946062727374,3.5485208185947035
gov,25,bible,10,gov,14.63853671412789,15.997376927684641,1.3245124889306759,1.3994641831786911
gov,25,bible,25,flores,4.920713606636555,2.1939259788669054,1.559487095169434,1.627267644274404
gov,25,bible,25,bible,37.10958056097569,8.958531081320103,3.2657821931863937,3.3063575124296394
gov,25,bible,25,gov,16.332524188900248,18.008475745102917,1.6242947187420556,1.6640312497065681
gov,1,bible,1,flores,2.2603568033849597,1.096962989549683,0.9208691546577071,0.9497368056467017
gov,1,bible,1,bible,24.257466305873667,12.706487962280628,2.5632661456300894,2.634103262972077
gov,1,bible,1,gov,7.082408422842374,7.404500179449888,1.0625441167311596,1.1067971803443464
gov,1,bible,10,flores,5.501338012692952,4.113611210810315,1.2477980605851253,1.3315404612538388
gov,1,bible,10,bible,35.89154297959203,14.991827523841941,3.582922457063973,3.660327854168277
gov,1,bible,10,gov,20.69466500920901,24.59025368239951,1.7106528968009067,1.7484278652549454
gov,1,bible,25,flores,5.661248801121839,3.839370445146027,1.3885243966167824,1.4524117873346536
gov,1,bible,25,bible,40.47172138128495,15.540309018617634,3.40431099245256,3.462585739010719
gov,1,bible,25,gov,21.32139114310588,24.773080847323346,2.0440971927316305,2.0558453249211075
gov,10,bible,1,flores,1.4930954644101218,-0.731308659699634,0.897403662424738,0.9452512893342445
gov,10,bible,1,bible,21.808688552513797,6.216123607446702,2.0960279896349987,2.2130295976330596
gov,10,bible,1,gov,2.59354146864164,0.6398950772378047,0.9603818684946802,1.0052362906302128
gov,10,bible,10,flores,3.9737198703329115,1.188376572010632,1.2563173696695167,1.322497636300173
