language to,c0,c1,"c2,1","c2,2",rmse,kfold rmse
ka,37.495269723449255,2.3542659826274415,-74.27581040436601,24.175890677128145,3.989632473462172,4.052565627844912
gu,32.520591575827474,1.9393238571655629,-0.4006317007942864,-95.1712605886782,4.26553615575843,4.3261636552549785
hi,40.9058418842036,1.9906762731853203,-63.758449932821804,-9.045604383066078,3.15170121552776,3.19476676708319
si,62.36519951703894,1.792830452131966,-199.74571757755132,172.22615818887346,2.947113248735697,2.9830246870261474
ta,46.7551845923315,1.8148777240604614,-136.28932077972263,108.14969081029054,3.4189459528452586,3.4796075661694923
