train set,c0,c1,rmse,kfold rmse
gov,12.660910468958134,-7.493432895330206e-10,14.691682041194817,14.807075180672184
bible,7.0381153835624835,-2.7044266162144263e-09,12.275813798558591,12.237352840690157
