train set size,c0,"c1,1","c1,2",rmse,kfold rmse
1,4.716510426420519,-3.485656937135325e-10,-5.970814906374363e-07,8.500506870486817,8.453319518897212
10,11.060822198541507,0.0024427349603402104,-5.508419059023461e-09,13.73752620001518,13.715491619008269
25,12.133688558040626,-7.073273972331922e-10,0.0021306276469469127,15.483126332024908,15.317492330978947
50,16.36863521642713,2.4781742405005268e-09,0.00956775363317688,17.525849306638065,18.126068328350158
