c0,"c1,1","c1,2","c1,3",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
1.1763154911843208,1.0248704179911206,-0.0384787380806237,0.0004647610517082714,-3.375754227634323,0.7005272768277705,0.41768509067236037,0.5670552400427923,0.2735582579061825,0.536576680291619,0.25218711503683044,0.841162247832104,0.6104482784492483,0.9889380295094877,0.820297490924686,0.4052495047585664,0.14251729667175222,12.934405751445246,12.973399980673824
