c0,"c1,1","c1,2","c1,3",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
3.9864932078467823,-0.6088302374659575,0.0406902885460629,-0.0005262067167871567,-9.506498840287309,2.339779497053135,1.377806228918661,1.921132122412232,0.9265084786162368,1.8025979303826087,0.8435572238268515,2.814936072640951,2.016536760358714,3.4288884722148336,2.927044276195862,1.4016148220564975,0.5027528053804836,12.074436655238763,8.439708591609303
