train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,c3,c4,c5,c6,rmse,loo rmse
cc_align,25,gov,1,flores,25.90087383383563,-33.88466225869654,0.0,0.0,0.0,0.0,0.0,1.9970354671288613,2.267896773029168
cc_align,25,gov,1,bible,2.876953865761293,-2.995875313225586,0.0,0.0,0.0,0.0,0.0,0.7370858684700385,0.7878700400154639
cc_align,25,gov,1,gov,-0.46994840255907144,41.314124747084215,0.0,0.0,0.0,0.0,0.0,2.4677556659001567,3.2882197030017797
cc_align,25,gov,10,flores,48.39800999574086,-62.84463323254413,0.0,0.0,0.0,0.0,0.0,2.714531112229589,3.050134898808635
cc_align,25,gov,10,bible,5.854168130137426,-5.702931906507644,0.0,0.0,0.0,0.0,0.0,0.9025820983663884,0.9241956543341251
cc_align,25,gov,10,gov,2.685813695731,58.53453652792691,0.0,0.0,0.0,0.0,0.0,3.321537282795157,4.738343942709023
cc_align,25,gov,25,flores,53.36334679775408,-68.78473156141726,0.0,0.0,0.0,0.0,0.0,2.7013382736808307,3.027419801776249
cc_align,25,gov,25,bible,4.664628941961464,-2.720462217389789,0.0,0.0,0.0,0.0,0.0,1.0554167000179573,1.0716977851215124
cc_align,25,gov,25,gov,0.2081616733811266,69.48712459516709,0.0,0.0,0.0,0.0,0.0,3.659894024184713,5.300814558526563
cc_align,25,gov,50,flores,59.98388715404463,-79.13837996945557,0.0,0.0,0.0,0.0,0.0,0.7885905688514593,1.4930371494952976
cc_align,25,gov,50,bible,6.96368434174743,-6.5325068741600765,0.0,0.0,0.0,0.0,0.0,0.5273386910712715,0.9984096023188526
cc_align,25,gov,50,gov,7.3104997282368185,63.219873123173464,0.0,0.0,0.0,0.0,0.0,4.809589506939463,9.105987213052186
cc_align,25,bible,1,flores,4.245404963657314,-4.602250007562688,0.0,0.0,0.0,0.0,0.0,0.6660948004536041,0.6695590877282702
cc_align,25,bible,1,bible,7.670657532246936,19.073860414060633,0.0,0.0,0.0,0.0,0.0,2.634416132970682,3.007100818685652
cc_align,25,bible,1,gov,5.361688123117579,-7.886202759579645,0.0,0.0,0.0,0.0,0.0,0.41544317273959364,0.42775386251295916
cc_align,25,bible,10,flores,6.458996559033896,-6.543370405931591,0.0,0.0,0.0,0.0,0.0,0.9237094545862068,0.9483706103607743
cc_align,25,bible,10,bible,11.964423380312434,28.63170300830434,0.0,0.0,0.0,0.0,0.0,3.3986641331297562,3.8612848522749346
cc_align,25,bible,10,gov,3.8002075367833967,-3.7973056640014824,0.0,0.0,0.0,0.0,0.0,0.8691620939137215,0.9667088217574537
cc_align,25,bible,25,flores,5.0601916340869195,-3.580309498251019,0.0,0.0,0.0,0.0,0.0,1.0192549421106012,1.0242946178242875
cc_align,25,bible,25,bible,15.917521389544655,28.716504370949444,0.0,0.0,0.0,0.0,0.0,3.390775428407657,3.8080357385224275
cc_align,25,bible,25,gov,3.750926186857373,-3.0934609822567323,0.0,0.0,0.0,0.0,0.0,0.9377688338005498,1.0187327812695546
cc_align,100,gov,1,flores,29.59178595946929,-38.27990142389936,0.0,0.0,0.0,0.0,0.0,1.7120920082775246,1.8897270264545842
cc_align,100,gov,1,bible,3.663460629672949,-3.947832175851241,0.0,0.0,0.0,0.0,0.0,0.7068993215913087,0.7641497181893225
cc_align,100,gov,1,gov,4.21663308778925,35.769553547862294,0.0,0.0,0.0,0.0,0.0,2.0325087864426554,2.71188696493918
cc_align,100,gov,10,flores,46.74821701818734,-57.40275118508657,0.0,0.0,0.0,0.0,0.0,2.6495226585779004,2.9623841391832775
cc_align,100,gov,10,bible,2.5975137025180497,1.1616557239633352,0.0,0.0,0.0,0.0,0.0,0.9364019910992022,0.9364023319431549
cc_align,100,gov,10,gov,1.0493591691753048,62.54202495606377,0.0,0.0,0.0,0.0,0.0,3.3171273551063676,4.650036239051742
cc_align,100,gov,25,flores,50.75775430727237,-61.61469497450949,0.0,0.0,0.0,0.0,0.0,2.4880949601805504,2.636712689270134
cc_align,100,gov,25,bible,1.8889179394334765,3.2022273438089943,0.0,0.0,0.0,0.0,0.0,0.9708848142557822,0.9881665544190982
cc_align,100,gov,25,gov,-1.9400052935023384,74.16671202716468,0.0,0.0,0.0,0.0,0.0,3.7253741493221844,5.256968841918548
cc_align,100,gov,50,flores,64.06932416111269,-83.51058780423968,0.0,0.0,0.0,0.0,0.0,1.0681452345314892,2.022317578380898
cc_align,100,gov,50,bible,7.425007253756919,-5.6908920037191075,0.0,0.0,0.0,0.0,0.0,0.3418197294991329,0.6471667886018424
cc_align,100,gov,50,gov,5.8477179672538835,66.06581457703858,0.0,0.0,0.0,0.0,0.0,4.980499371565107,9.429570434812794
cc_align,100,bible,1,flores,4.877312228493443,-5.38316526964192,0.0,0.0,0.0,0.0,0.0,0.6532438690283124,0.6537826229182833
cc_align,100,bible,1,bible,10.025554633834329,16.045547825752095,0.0,0.0,0.0,0.0,0.0,2.6556344101648124,3.038716353597874
cc_align,100,bible,1,gov,5.683709413553369,-8.07066371450129,0.0,0.0,0.0,0.0,0.0,0.4886826480123875,0.5015652371917156
cc_align,100,bible,10,flores,4.942825245934845,-2.8618473184811846,0.0,0.0,0.0,0.0,0.0,0.982338207170947,0.9894734291657411
