train set,train set size,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,1,5.3685486762186985,-1.5188481043977107e-09,0.0814121631439126,-0.0029065278199403746,0.04873885664924622,8.755326056880591,9.155793487547594
gov,10,13.705612654660147,2.5556859699520987e-06,-3.235812329055355e-09,-1.9411846338796033e-05,-8.63879263808592e-05,14.263867111113743,14.811533522703735
gov,25,16.91826639440309,-4.981098998038033e-10,0.09174997561863028,0.0047578837238232965,-0.05088768888562057,15.501183229733881,15.920362475604001
gov,50,17.15104385279063,1.7076401041004665e-07,1.3535075158952077e-05,0.0002586159711134864,-5.483628517484645e-07,17.40035891987512,18.135006668942047
bible,1,3.7011838748205954,-3.2275614959176805e-09,0.0019124966966055333,-7.551662334371507e-07,-4.6128892147068096e-06,8.230436894438053,8.295057803779379
bible,10,8.112352223731676,-3.353816828377893e-09,-0.03727886948991769,-0.00012379133032568092,-0.014671037198475559,12.59492023720428,12.579531702567044
bible,25,9.392981924971803,-1.6273791471316106e-09,-0.022089896045376853,0.003820232503706496,0.015016154780650149,14.423964211785412,14.3162146245476
