train set,c0,c1,c2,c3,rmse,kfold rmse
gov,6.116236113949454,1.9599158684165385,5.4102107984007555,-1.1615492747313098e-09,14.785267481414504,14.701833373698816
bible,3.743384165037877,-4.843840286311006e-10,3.130609835626941,0.06512981755699439,12.359229365678683,12.28837785950254
