language to,c0,c1,c2,rmse,kfold rmse
ka,0.3778905490852611,0.09796988665589312,-1.4013970123602786,6.392200506370284,6.460990555815023
gu,3.55231201785735,0.03491610484573568,-1.3631478126182353,8.268975053095563,8.363225566940608
hi,1.6392153478434854,0.03872230966180987,-1.4791176097119088,6.581412944067294,6.705883805414276
si,0.19495350262144906,0.04868417081763816,-1.6628531384027463,3.0205074955599183,3.049194569740469
ta,0.024608112065617384,0.10526794167167577,-1.4898488549446673,3.874519892167332,3.931753418961526
