train set,train set size,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,1,5.700684836819474,0.0008710252610688928,-0.0036912991644314956,-5.059576574282154e-10,8.664926274329021,9.29160915816321
gov,10,13.49927399499461,-3.6561034557257095e-09,-0.00024291712228473558,0.05050750717462255,14.299806910145644,14.546245504850463
gov,25,15.250768304630162,-1.7734670058758723e-09,-0.015033421952505219,-0.008286667412000924,15.757803263043662,15.73905188588715
gov,50,17.337314050348503,-1.5868104967660102e-09,-0.2463496435333682,0.032689171472933244,17.385030305824078,18.005672653483664
bible,1,3.6920963106728477,4.646983280656077e-06,-4.583270816686367e-09,-0.0002223112143868615,8.233472125904209,8.17292893839901
bible,10,8.192004153237358,-4.604683380107678e-10,-0.025879076493665026,-0.029796960801916055,12.580514743017707,12.536740432729244
bible,25,9.18067676581564,-6.316568596120295e-08,2.0294301219121428e-09,8.705366986033703e-08,14.46253021092759,14.295717898943892
