language to,c0,c1,"c2,1","c2,2","c2,3",rmse,kfold rmse
ka,25.133474865981746,0.009908494404910746,-37.97696531860722,-25.548034267203057,-13.81972037059774,4.37788486633978,4.315833457870719
gu,30.166744084504366,0.007190013809779567,-38.81215029078895,-28.27104508420975,-16.04025769804492,4.487722588793787,4.542719239105031
hi,32.209690044420746,0.004524200701220365,-44.17321577529375,-30.481629778035916,-16.73550232848668,3.392058828258998,3.3790647153973987
si,53.141937397327055,0.0028171660695219913,-158.61131531205717,49.0779637247962,106.37615109057845,3.151191762386759,4.0340208723277815
ta,39.14633509674477,0.003789660238210546,-112.8743041891708,30.97040997263171,71.98761661438903,3.441587406319387,3.517495569316787
