c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3",rmse,kfold rmse
4.419857207382504,9.6564046434413e-06,1.2384679578124867e-09,-1.2762259334741843e-07,3.188195489843634,2.079697462475803,1.0820520506173936,-4.73624545091118e-07,9.515347362829986e-08,-3.7460406953280455e-08,13.976623228612649,13.979471268634114
