c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
7.781593570269858,-2.56499999462953e-09,0.0027023214327126918,0.01343625143021765,2.1389631625032552,-0.05683139036226692,0.02017109564173937,14.112108070885176,13.908209390114232
