train set size,test set,c0,c1,c2,rmse,kfold rmse
1,flores,0.0,0.0,0.0,3.7177950454536886,3.7177950454536886
1,bible,4.0975092878908885,-2.8326551929303165,-8.75034779014326e-09,8.849490186441813,9.546900480217566
1,gov,7.2715939684667905,-6.9759111683798876e-09,-0.05152793310370448,9.970296686160687,9.718338965955523
10,flores,3.147407847527163,-0.7063054968997216,-7.44478434809603e-09,6.3710545845512945,5.719734998486976
10,bible,8.542152772918273,-4.906246677766768,-6.543190340713864e-09,13.36635488518296,13.62996700096184
10,gov,10.946438099755543,-5.986969324922586,-4.736701744289392e-09,17.177297861230898,16.95606569321329
25,flores,3.794084010798449,-2.6739578517128817,-2.5739648151918055e-09,6.9999406279847385,6.990650807282511
25,bible,14.62815793030748,-8.911453811299698e-09,-1.313520159275391e-06,15.109245889110602,15.445947650535704
25,gov,17.5300303924276,-1.2825952909580037e-08,7.427237038699572e-07,18.989416767973232,18.83053464647712
50,flores,11.699905945324291,-1.0005827531085602e-06,-6.422028052878417e-09,4.235225276780955,3.830664561794348
50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
50,gov,38.447656974714306,-1.2746482208831902e-08,0.27170950120439874,6.638394912505406,5.611399225218511
