test set,language to,c0,c1,rmse,kfold rmse
flores,ka,11.746993724876715,0.43745298544121375,4.6015862739809545,5.011956690145074
flores,gu,14.893645691642126,0.2694844533293197,6.095624626929948,6.497180762658458
flores,hi,16.54646754972863,0.4467411429953473,5.411531441662879,5.628445068598175
flores,si,10.982655865389813,0.478350618975322,3.440155643078606,3.5696430511568087
flores,ta,10.18333325047648,0.5993270764656448,2.5901759754133376,2.7135287097631964
bible,ka,18.285962746593558,0.25841250003088173,10.607358848332192,11.317594874595402
bible,gu,19.038698695783797,0.18015855098141284,9.996203333038782,10.632133223058636
bible,hi,13.66842279069527,0.03566875330599156,12.273288407400138,12.705843265522649
bible,si,14.495407072353704,0.019172154486136826,15.797291183370282,16.324605000267635
bible,ta,11.963868895891595,0.03630142446077687,12.505430443656747,12.920132963942985
gov,ka,22.81754119292703,0.29900084812315814,13.408203372638576,14.667191093912088
gov,gu,23.254197210271563,0.1666576202478313,14.988486996804276,15.932838603946394
gov,hi,30.243992754659438,0.35409831510619894,13.72303332492501,14.284490844133293
gov,si,42.00912816330176,0.45402130872844754,18.14741966892809,18.83333343872021
gov,ta,33.92144333244225,0.4205819502245463,15.160889219410713,15.75804321969386
