train set,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,flores,56.622013297030655,-167.5311914728806,54.79820919377391,171.56570560456942,5.034577838457316,4.9962715057002445
gov,bible,19.851882606328168,-68.41139393948166,24.343224249488998,72.53538905842102,1.208460497799563,1.1995211491404691
gov,gov,-112.83389907680197,539.0212497361596,-179.97289530199984,-559.3632295554739,8.902274908921196,8.986976967730545
bible,flores,10.280246628995718,-33.045177895543226,12.92368692262684,36.61562219285013,0.9182993081068218,0.9295843660946701
bible,bible,2973.217040892359,-21197.686064635334,49798.244759518646,-38056.86975808537,6.315523924531554,6.503152696994898
bible,gov,8.917999551891564,-30.32306256401787,11.35597347648131,32.835252772234625,0.6861785593068206,0.6946133551588684
