c0,"c1,1","c1,2",c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
18.785871467107135,0.339655323184955,-0.0033253593586456635,-68.45563107515416,7.885303287926474,3.0386183619522305,0.9770745968098089,7.407697552823883,2.772596430240174,0.9480693685084091,1.163364514500037,-2.668042761884265,-2.68914705291225,7.394114884213811,1.9442661515861082,-0.4258197950721782,8.082111370660819,-1.5501673424595763,-10.220052816695665,4.948238383438519,1.2096929475184535,0.25280588697345024,4.491974133529377,4.523418209139794
