language to,c0,c1,"c2,1","c2,2",rmse,kfold rmse
ka,28.285291627346016,2.3542680405335465,-74.2755897768452,24.17558337504448,3.9896324734664526,4.052566680848544
gu,24.933884937950012,1.9393228250417205,-0.40044861813005556,-95.1714989756689,4.265536155737056,4.326163823190003
hi,33.118265667079086,1.9906728788051056,-63.75856627363204,-9.045368583608248,3.1517012154830595,3.1947683945453873
si,55.35165897591725,1.7928329893420416,-199.74544498712393,172.2253994749013,2.947113249440933,2.9830250138663517
ta,39.65531034613405,1.8148786666070114,-136.28904475973985,108.14928371272516,3.418945952811607,3.4796074978598455
