c0,c1,c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
16.446161212553328,1.5693480322686986,-1.4948128251026715,5.98234186498354,1.6479984785398714,4.031446642245729,0.02973171239571463,-1.0882028382805156,-4.286984204710344,3.6278500954950834,-2.270569517759812,-0.944558682672488,-16.59539378880655,-4.218160114969654,-4.925497148635301,6.5310904292473175,6.593018058845958
