c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
4.710541547092362,8.325509744339046,2.585813944804315,0.39618097349279413,6.674232601847427,-4.472765042927872,1.1370227154929762,13.627907714635395,13.643604085108075
