c0,"c1,1","c1,2","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
19.573649787274114,0.3464930132488868,-0.003554051235822541,-88.34913855948612,6.929673904462034,41.16809817812643,8.964459170511878,3.9888312306615696,1.6980975545298806,9.665193840042335,4.809561966787005,2.4097729790026374,3.621009865305227,-0.3257028144765335,-0.938402846573765,5.038906054210984,-0.9405140973194223,-2.8697135862890906,7.74673030649806,-2.8973444770858827,-12.476687484888002,13.87704672035884,7.365009348141414,3.48999366988157,4.328515396819302,4.409483710234587
