train set,test set,c0,c1,c2,c3,rmse,kfold rmse
gov,flores,8.401255551173602,-4.3046171255091194e-07,-1.2998201750425498e-09,-1.3659076751529576e-07,5.771900548517661,5.78255529756915
gov,bible,-9.042513129061293e-18,-2.3093479318246985e-17,-2.5342221334901814e-17,-3.1303262848293173e-17,2.271685619876913,2.271685619876913
gov,gov,30.241406426576916,-1.2667869729262665e-09,0.0006567058272221123,2.423550388175485e-05,10.082974463524893,10.168855702539325
bible,flores,0.0,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,23.209137531511455,-5.265731265195019e-10,-0.02213702879199528,-0.045047570109032355,7.4685231122431315,7.537033438970324
bible,gov,0.0,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
