c0,c1,"c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
36.50532229832007,0.5950078162216664,18.4409194960034,-351.9397554620109,390.0626759209263,16.504986526176562,10.899355415992703,-2.1805660978755226,0.5824739777667617,-24.639314609706073,1.404058879360653,4.1970123365686876,4.482201582982935
