c0,c1,c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
6.888168383531901,2.675932935309366,-3.659366311893531,3.415619495636308,1.6915103235278106,0.8370881512226178,3.1348279342295453,1.4330428519266998,0.6566161421459901,1.4597485880559495,0.027409621870055842,-0.24712589625263512,1.8418542433058092,-0.23992813855465298,-0.9176818750918683,1.359372309717083,-3.619411251576782,-8.099641765566439,3.566721996149081,1.6710645931953605,0.742202350628595,12.873058574100106,12.887656293272226
