train set,c0,c1,c2,rmse,kfold rmse
gov,1.6805878980369884,-2.9929319037997706,-6.382535353960949e-08,14.541839713237541,14.570213613136632
bible,1.5047239273792716,-2.4660628416791437,-2.4210027034960294e-08,12.06187835197558,12.058484906663008
