c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
5.189017497964832,-1.1882299032711463,0.06851016314449226,-0.0008734637623721766,-12.55280254275002,-8.525648868196985,3.0475988551921853,1.7956485588105253,2.5005787778804693,1.2059238194405977,2.3466832259935897,1.0981059911054796,3.6661427655192615,2.6279224393544602,4.45759771853109,3.799327409637816,1.822471667492375,0.6530574380764714,11.173861198940314,6.941817415046236
