train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,c3,c4,rmse,loo rmse
cc_align,25,bible,10,gov,-0.35630478777755803,3.850442299426636,1.0,1.0,1.0,0.8564967477004045,0.9624225929772957
cc_align,25,bible,25,flores,0.730646371359558,4.3991766900274145,1.0,1.0,1.0,1.0017342457138638,1.0410948103670037
cc_align,25,bible,25,bible,25.638906855901354,11.536679025629217,1.0,1.0,1.0,3.4783951153796435,3.508221924416508
cc_align,25,bible,25,gov,-0.5024135624917297,4.760682314840293,1.0,1.0,1.0,0.9119733490102713,1.010088637967614
cc_align,100,gov,1,flores,14.565947001346514,-11.508310933291716,1.0,1.0,1.0,2.0665742249753434,2.3474330439971385
cc_align,100,gov,1,bible,0.06646281181180416,2.6468553234507155,1.0,1.0,1.0,0.7067213803438043,0.7834414738959592
cc_align,100,gov,1,gov,8.457313826332257,29.10375947697103,1.0,1.0,1.0,1.8455290843043997,2.0223830863608283
cc_align,100,gov,10,flores,23.520815606884383,-15.955271059075315,1.0,1.0,1.0,3.1850570169059624,3.6458944898753174
cc_align,100,gov,10,bible,0.035529467737597575,6.000387944986333,1.0,1.0,1.0,0.8860764892730633,0.8985877139754658
cc_align,100,gov,10,gov,12.678121375416547,42.99623978925455,1.0,1.0,1.0,3.271904614332868,3.509461855899018
cc_align,100,gov,25,flores,27.53912102205535,-20.333759567097704,1.0,1.0,1.0,3.078739340255858,3.4350201810584173
cc_align,100,gov,25,bible,-0.05138133746810488,6.949582605938731,1.0,1.0,1.0,0.9106385980791448,0.9110592605309737
cc_align,100,gov,25,gov,12.992166611984848,48.849605996968165,1.0,1.0,1.0,3.7432554985454094,3.9827361268057824
cc_align,100,gov,50,flores,52.478423257162554,-65.50897630311263,1.0,1.0,1.0,0.7972285036686866,1.3834967922279398
cc_align,100,gov,50,bible,6.856071076240969,-4.87480458117159,1.0,1.0,1.0,0.32249769275309004,0.5596570631097617
cc_align,100,gov,50,gov,11.613833876281928,58.150643538219626,1.0,1.0,1.0,4.752950766197926,8.248189558217558
cc_align,100,bible,1,flores,1.5267674943066567,0.6988798020300595,1.0,1.0,1.0,0.6772996331841165,0.7014105786011275
cc_align,100,bible,1,bible,14.330157543686834,8.557047639967099,1.0,1.0,1.0,2.6755298442258444,2.7379773325148458
cc_align,100,bible,1,gov,2.140067111913368,-1.7228302069128396,1.0,1.0,1.0,0.5530935770850837,0.5979766491910544
cc_align,100,bible,10,flores,0.8667349772026299,4.668651296031819,1.0,1.0,1.0,0.9580942953281419,0.9985538165920077
cc_align,100,bible,10,bible,20.3228132003157,14.824965686785399,1.0,1.0,1.0,3.5599698876181782,3.6065155394589463
cc_align,100,bible,10,gov,-0.991154996584445,5.9005521450711855,1.0,1.0,1.0,0.8533711745751481,0.9309985829486868
cc_align,100,bible,25,flores,-0.3723295921383315,7.588005141703664,1.0,1.0,1.0,1.1101858474551738,1.1571537492078696
cc_align,100,bible,25,bible,27.609090611769673,8.55904694626526,1.0,1.0,1.0,3.529297211402553,3.559553765012422
cc_align,100,bible,25,gov,-2.356301725150176,8.94364874428581,1.0,1.0,1.0,0.9156551106770022,0.9750610447425264
gov,25,bible,1,flores,2.6788506029482635,-1.2711526819098253,1.0,1.0,1.0,0.9010049107798264,0.9621874148921739
gov,25,bible,1,bible,16.814003348752646,3.3068377633639057,1.0,1.0,1.0,2.295490139977536,2.426948747867511
gov,25,bible,1,gov,2.7040409967864325,-1.0936217077514538,1.0,1.0,1.0,0.8800548623038227,0.9484994022690194
gov,25,bible,10,flores,2.820607084360444,1.0100162714221708,1.0,1.0,1.0,1.3385652344157428,1.48974278514813
gov,25,bible,10,bible,23.813367713069095,7.839489357996069,1.0,1.0,1.0,3.6106551302151644,3.692807399782085
gov,25,bible,10,gov,-9.263426161568633,27.270088942491203,1.0,1.0,1.0,1.3674114059910218,1.5971514329414351
gov,25,bible,25,flores,1.2800698124340397,4.418983007135377,1.0,1.0,1.0,1.5555708862173891,1.7028268381140281
gov,25,bible,25,bible,29.711183438558866,4.061107294167558,1.0,1.0,1.0,3.3560414289108573,3.391371001746081
gov,25,bible,25,gov,-10.8936307315379,31.296360093562257,1.0,1.0,1.0,1.639653739743694,1.8001624248691932
gov,1,bible,1,flores,0.7665448130477456,1.5980997807366615,1.0,1.0,1.0,0.9224870362094577,0.9790105811282749
gov,1,bible,1,bible,10.392897244937053,12.07223427185155,1.0,1.0,1.0,2.735115513421272,2.825602551288813
gov,1,bible,1,gov,-3.657862083700633,12.017478762410226,1.0,1.0,1.0,1.0919441367783504,1.202382992741053
gov,1,bible,10,flores,-0.2665650860564023,6.303913261049496,1.0,1.0,1.0,1.2605625840784678,1.4296768092201213
gov,1,bible,10,bible,20.510373788348254,12.414008025796099,1.0,1.0,1.0,3.7724334329725884,3.8620222013860763
gov,1,bible,10,gov,-15.632392936512312,41.14342079609744,1.0,1.0,1.0,1.8345019852783426,1.9945816836186099
gov,1,bible,25,flores,-0.09991678962134624,6.5910622505112375,1.0,1.0,1.0,1.3903500127955506,1.5306220216017834
gov,1,bible,25,bible,23.718849124654387,14.382994974704864,1.0,1.0,1.0,3.6027947810988046,3.670932103196952
gov,1,bible,25,gov,-15.51239561632212,41.89241939643578,1.0,1.0,1.0,2.128192959399423,2.2115396480838045
gov,10,bible,1,flores,2.6963348446560667,-1.4536917321964231,1.0,1.0,1.0,0.8967292655086759,0.9805175901713709
gov,10,bible,1,bible,17.08325628845601,2.053658976381089,1.0,1.0,1.0,2.1657957697855816,2.310102923520426
gov,10,bible,1,gov,1.6913817160919506,0.9898391641636659,1.0,1.0,1.0,0.960762908833211,1.047300777957442
gov,10,bible,10,flores,2.1321401473837893,2.149373134373997,1.0,1.0,1.0,1.256039510364004,1.3884224534550427
gov,10,bible,10,bible,23.584506227981862,7.556478746411526,1.0,1.0,1.0,3.458579620287646,3.5568910005170613
gov,10,bible,10,gov,-11.012148494594056,31.331032920327008,1.0,1.0,1.0,1.4446392441369569,1.6768895331574951
gov,10,bible,25,flores,0.7704006385473794,5.410788166484782,1.0,1.0,1.0,1.4179513156100116,1.5499660064086778
gov,10,bible,25,bible,27.271102252684095,8.293136334730788,1.0,1.0,1.0,3.49596856567465,3.520228790584399
gov,10,bible,25,gov,-12.789186001362529,35.444991393967975,1.0,1.0,1.0,1.4158789399058873,1.5418792511893356
gov,50,bible,1,flores,8.80250496276998,-12.891431050146824,1.0,1.0,1.0,0.3087068984064962,0.5357245815853898
gov,50,bible,1,bible,21.828002309929264,-3.335695223931402,1.0,1.0,1.0,2.363302297211336,4.101234512553328
gov,50,bible,1,gov,7.396390813121368,-10.277929807346814,1.0,1.0,1.0,0.2718423849319882,0.47175062701394566
gov,50,bible,10,flores,9.519540915019421,-12.427450579835508,1.0,1.0,1.0,0.21759189668121534,0.3776053446334273
gov,50,bible,10,bible,25.67480451776404,8.039109560465768,1.0,1.0,1.0,3.3272001821085815,5.773966515806048
gov,50,bible,10,gov,-0.4347517522850808,11.092697966663849,1.0,1.0,1.0,0.1141887237911921,0.1981611777318952
gov,50,bible,25,flores,8.28590321576641,-9.638879878766387,1.0,1.0,1.0,0.30511171486158173,0.5294856658091753
gov,50,bible,25,bible,30.740591862051243,6.244022689900881,1.0,1.0,1.0,3.132682012159798,5.436402816814216
gov,50,bible,25,gov,0.3838530933390398,10.74833907376485,1.0,1.0,1.0,0.2712524417378379,0.47072690653550675
bible,25,gov,1,flores,10.266841273076274,-7.8773316877403685,1.0,1.0,1.0,1.8978069645207964,2.2124779543339868
bible,25,gov,1,bible,2.852527774456958,0.8753435852039592,1.0,1.0,1.0,1.7168623897123794,1.8473696517136595
bible,25,gov,1,gov,6.030036962259306,29.45443754595575,1.0,1.0,1.0,1.2145353331647737,1.4939366748358862
bible,25,gov,10,flores,24.671176216281747,-22.90294108090295,1.0,1.0,1.0,3.248943955329497,3.795219667821541
bible,25,gov,10,bible,2.9259205856459993,11.78569707054357,1.0,1.0,1.0,2.312957283223598,2.483648162650908
bible,25,gov,10,gov,13.683135300505054,39.57888958855818,1.0,1.0,1.0,3.27654837925403,3.5113281933824165
bible,25,gov,25,flores,27.650041608025703,-24.735874589860213,1.0,1.0,1.0,3.2950357025381667,3.779865971825374
bible,25,gov,25,bible,-1.4196026305544456,21.94501613530542,1.0,1.0,1.0,2.568377554387924,2.7146410113502233
bible,25,gov,25,gov,12.511258249385085,48.58915156891467,1.0,1.0,1.0,3.8821492485441507,4.107421286028115
bible,25,gov,50,flores,49.953537249547416,-66.2681433833638,1.0,1.0,1.0,0.469633009663353,0.8149932339616196
bible,25,gov,50,bible,17.388764105619394,-10.635488222980278,1.0,1.0,1.0,0.611136106126504,1.0605550936375072
bible,25,gov,50,gov,8.949348325372702,61.98783630272454,1.0,1.0,1.0,4.5533347888818705,7.901779439688104
bible,1,gov,1,flores,3.8275903462182237,2.045544695672307,1.0,1.0,1.0,2.1351231952742316,2.3518559162277826
bible,1,gov,1,bible,-0.10558968634859374,8.249488525032973,1.0,1.0,1.0,2.047373389148277,2.0881941662035963
bible,1,gov,1,gov,-5.926367649888864,46.86199945605272,1.0,1.0,1.0,3.162898925327467,3.2832956327961953
bible,1,gov,10,flores,20.947732742053212,-17.690928460065066,1.0,1.0,1.0,3.408417005092138,3.9201321307441344
bible,1,gov,10,bible,-4.276674869248504,22.201686396396507,1.0,1.0,1.0,2.442275780142123,2.530199093321645
bible,1,gov,10,gov,12.295576843968362,40.52929912936508,1.0,1.0,1.0,3.437291079531498,3.6755828116425495
bible,1,gov,25,flores,26.356319399124235,-23.586676631535045,1.0,1.0,1.0,3.489572153480814,3.998131362365861
bible,1,gov,25,bible,-5.746357536198232,25.702675658177075,1.0,1.0,1.0,2.4286512527041633,2.516267789786868
bible,1,gov,25,gov,13.744319623619617,45.45633626505052,1.0,1.0,1.0,3.737024969745066,4.004991629425125
bible,1,gov,50,flores,49.681182638740296,-66.44343882265666,1.0,1.0,1.0,0.3452486782674572,0.5991387387925486
bible,1,gov,50,bible,10.113115818148202,-1.5732691762236815,1.0,1.0,1.0,0.4852491545529901,0.8420932227391095
bible,1,gov,50,gov,12.310943493309512,55.30605438208286,1.0,1.0,1.0,4.670528752164351,8.105155983556028
bible,10,gov,1,flores,10.68745048920765,-9.189227103872433,1.0,1.0,1.0,1.9044295202127752,2.176953008843731
bible,10,gov,1,bible,1.6743863954793823,3.081419945888352,1.0,1.0,1.0,1.7358009547816173,1.8325926932666186
bible,10,gov,1,gov,5.3402875204324785,29.510143481694673,1.0,1.0,1.0,1.3653531038367537,1.602746290714554
bible,10,gov,10,flores,24.60837836918603,-23.27220325526413,1.0,1.0,1.0,3.246946589170024,3.7175994960468017
bible,10,gov,10,bible,0.9462474893370182,14.74364198651175,1.0,1.0,1.0,2.5405785904619256,2.6574422971608613
bible,10,gov,10,gov,11.922093156540923,42.352154522816136,1.0,1.0,1.0,3.256279980921077,3.48779496207993
bible,10,gov,25,flores,26.73623242644005,-23.586511424664245,1.0,1.0,1.0,3.381904205292565,3.8468399058811316
bible,10,gov,25,bible,-1.1045400937362255,20.269004045790723,1.0,1.0,1.0,2.5435366828668515,2.713966924412009
bible,10,gov,25,gov,13.331184295879073,46.71678003545031,1.0,1.0,1.0,3.741802375084936,3.9776605639923726
bible,10,gov,50,flores,48.43888315461926,-63.88659162826523,1.0,1.0,1.0,0.4783259971070581,0.8300788464683972
bible,10,gov,50,bible,17.09941085352521,-11.274833332561409,1.0,1.0,1.0,0.6444054358622441,1.1182901070809466
bible,10,gov,50,gov,10.667234249464268,58.73290343497032,1.0,1.0,1.0,4.549739604261277,7.895540505426999
