train set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,4.993023420610244,3.453006914464045e-09,0.011131377069878635,4.2136673060874905,3.512269497050567,14.87362986468437,15.014613846069096
bible,5.107959182491299,-0.017264249733492342,-0.013689464358116906,2.419552888707592,9.415277060310586e-09,12.221710097685454,12.42095539753236
