language to,c0,c1,c2,rmse,loo rmse
ka,6.669034385385303,0.024495036504179377,0.22109193018929219,10.745489891913293,10.751311494833466
gu,10.791292572589962,-0.013516366218796613,0.17743272091914192,10.30858140998868,10.314135266298514
hi,9.540274360265267,-0.012321490193182986,0.20146194069842846,11.133381703788103,11.13689075625201
si,9.836590938259201,-0.014273996207441558,0.22267522155046632,15.329104533580677,15.336565997545081
ta,8.015828598957746,-0.008501070040787897,0.2296697243914418,12.239832270759825,12.245968057271563
