train set,c0,c1,c2,c3,rmse,kfold rmse
gov,10.658708306829778,9.024937584575299e-10,2.903827136833605,-0.03513265987062664,14.691516738816688,14.79712285498119
bible,7.134076030452463,-2.4415268024629863e-09,8.407681972945723e-05,-0.0008095330285221037,12.256624837524411,12.28345282992774
