c0,"c1,1","c1,2","c1,3","c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
37.650128255828534,36.107057791861585,-66.1636787001573,40.411693242708544,-110.13598779828394,64.03997108746005,0.0,0.0,0.0,0.0,0.0,0.0,4.567631863598318,4.617136632255876
