train set,train set size,test set,c0,c1,c2,rmse,kfold rmse
gov,1,flores,2.9857461057317103,3.507905535943498,0.0,2.2109659138650475,2.266429380634035
gov,1,bible,-1.2185339480489012,4.429905563041921,0.0,0.7525614337531666,0.7752309950003515
gov,1,gov,2.1756214762195434,36.86501819111821,0.0,3.105834224938926,3.1410250183173214
gov,10,flores,17.987467824567865,-13.358961988306277,0.0,3.355482022372478,3.4571472854109238
gov,10,bible,1.969184460927043,0.1538871852878257,0.0,1.2563136645741289,1.2863581711813836
gov,10,gov,26.327570057013002,18.324379831900433,0.0,3.6088876705828947,3.620181542119139
gov,25,flores,20.091644678314015,-12.629195970559145,0.0,3.8256246104061344,3.9450947394098628
gov,25,bible,1.3905156778570076,2.4109981762984494,0.0,1.4118393862326075,1.4441686099417683
gov,25,gov,29.909374839787056,18.84200093303164,0.0,4.326331804760423,4.343598961022623
gov,50,flores,38.59032064363746,-52.99976900952539,0.0,1.6816529025158926,1.746180563960075
gov,50,bible,7.7259561299016575,-12.080247001457634,0.0,0.5494947731709261,0.5705815127230123
gov,50,gov,33.27520734309629,19.68315770449573,0.0,5.221158231386199,5.421543847847853
bible,1,flores,-0.8226634307115145,4.447434024491413,0.0,0.5446417602061963,0.6225219668359976
bible,1,bible,16.82873357480746,0.15170122885373993,0.0,2.80533908406256,2.816094013552069
bible,1,gov,-0.09093909436423687,1.7545802839233837,0.0,0.39479849227918457,0.4517074164969651
bible,10,flores,-0.6968302830015352,6.875860692341888,0.0,0.85832980860571,1.020289228103342
bible,10,bible,32.411016938604014,-11.092384819462882,0.0,3.3540149462867506,3.3578876322679165
bible,10,gov,-0.3535575036007534,3.9100808953057635,0.0,0.7117638200295302,0.8241894317067956
bible,25,flores,0.767679124767237,4.025267447811655,0.0,0.8180441872709515,0.8425695713327476
bible,25,bible,34.50646107459873,-5.968305748120844,0.0,3.7228169710945056,3.7228540911707233
bible,25,gov,0.2041353877266698,2.7725603453985754,0.0,0.7777067586621058,0.8017531410240599
