train set,train set size,test set,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,1,flores,13.211057785017156,6.929765032441973,-5.532343378037614,-12.208479439421163,1.3043516908155304,1.3104706533659276
gov,1,bible,3.0060560542316996,1.2342865145108226,-0.9597224445872521,-2.980620124155168,0.6703233050799691,0.6703233050799691
gov,1,gov,26.13622549053688,18.1898422578237,-5.119713588760275,-23.356354159600507,2.6096615361639013,3.5692202696574125
gov,10,flores,18.643489072579516,12.744590408806975,-8.486755126441636,-13.451324354944854,2.83307841990534,3.1992707502387696
gov,10,bible,5.564985127616532,2.5551865411545136,-1.8526485782570463,-5.117523090483308,1.0248577137014352,1.0484909791436887
gov,10,gov,29.47835454848166,21.110438152769774,7.7374196695285935,-25.576212370780237,3.378313188560232,3.6185632507943972
gov,25,flores,21.293573263240607,14.811865208546914,-8.557044917692266,-15.948393554095242,3.218902504477781,3.614600023976803
gov,25,bible,6.381842964220623,3.0355560814733713,-2.1653440337089336,-5.752055011884109,1.1598850517759651,1.1667619008929897
gov,25,gov,36.63505946369622,21.810124866992318,0.610504503367308,-22.805688832991027,4.030177828996301,4.214656965084281
gov,50,flores,25.900964403738747,7.660833565890753,-11.318851169729001,-10.942973279369397,2.7352635461885475,4.71966088055516
gov,50,bible,-3.8327223386794524,13.836968726172211,-0.5408065535771581,-7.86347598252476,0.7756717523741928,1.0428024567834915
gov,50,gov,37.09567949869297,17.539586210341206,3.765845004048433,-17.601441244033552,5.22557812374595,7.182031295515607
bible,1,flores,2.9916240574260575,1.2896156262638858,-0.8860624484042079,-2.745177235285047,0.3928528138289623,0.40414518843297664
bible,1,bible,22.586928683368825,15.52311640537503,-4.529348705912439,-19.280696382831383,2.1036476257523105,2.454655440857763
bible,1,gov,2.047114148319987,0.8345572567456527,-0.6112414621173694,-1.9704299429482626,0.2633122354417533,0.2633122354417533
bible,10,flores,4.300643970364409,2.1008048348446944,-1.2017960009982458,-3.499652804197313,0.6733003292241385,0.6762642481572657
bible,10,bible,23.67508418407378,18.40972947773356,12.135042536097611,-28.76985619790489,3.099193443462348,3.232027227601059
bible,10,gov,3.4878336680542534,1.523443067098053,-1.0591978006255884,-3.2020789345263694,0.5121848624601603,0.5131601439450053
bible,25,flores,4.25391627653597,2.173203462166327,-1.0945979794200797,-3.232521759263598,0.7357535819371411,0.7384668803249244
bible,25,bible,26.383934199952645,19.95106320927995,10.500889173109533,-27.08588658234082,3.358719994283536,3.5171010788540253
bible,25,gov,3.7520082566438213,1.6708470058759777,-1.1350914678007413,-3.387763794717071,0.6366579406033771,0.6397916327471874
