train set size,test set,c0,c1,rmse,kfold rmse
1,flores,1.5249994398087914,-8.539838090407814,2.110509417178741,2.1370418566201623
1,bible,7.300013788058769,-2.9869649927354085,8.297831041911142,8.421478046175693
1,gov,8.075011018209018,-3.0198197244692313,9.510665066131804,9.652681236655477
10,flores,5.575003530665053,-3.4868826809182423,5.256828892024142,5.3329346869737275
10,bible,13.299998440343094,-1.674787509753164,13.01727057924722,13.218429315750374
10,gov,16.750019126699417,-1.1378091863714157,16.914072050617605,17.177145099609998
25,flores,6.849999828606283,-3.1206782789335348,6.341753175056311,6.433632955370892
25,bible,15.625000522537425,-1.4130493156857438,14.849918630529045,15.081380750071407
25,gov,18.574997381269856,-1.1646307096773014,18.786610923740493,19.07792617492371
50,flores,11.300002500197786,-3.0909878352190656,2.735263546108574,3.491004125762597
50,bible,1.6000629764842296,-4.0435956986471275,0.7756717529766073,1.0293478653906174
50,gov,40.80000223135807,-0.5205065721876282,5.225578117937652,7.901186645002521
