train set 1 size,train set 2 size,language to,c0,c1,c2,rmse,kfold rmse
25,1,ka,28.881678287199936,-54.18728702855806,-1.0,5.74808463055748,5.837667051519896
25,1,gu,37.66389299220314,-70.55150198321681,-1.0,6.390839562118829,6.495521319702015
25,1,hi,40.33340304537276,-82.15167951151393,-1.0,5.806930305405042,5.876113659516216
25,1,si,45.69811762608383,-87.83361720197017,-1.0,7.853533509906458,7.938763758039614
25,1,ta,39.02139144273531,-78.29285022779264,-1.0,6.318325646700808,6.4227500795412915
25,10,ka,48.398361924462534,-91.87604375744893,-1.0,8.844464032751642,8.973385716867496
25,10,gu,57.51999782313399,-109.40097481765574,-1.0,7.940229501832127,8.082287719485588
25,10,hi,62.062368199842076,-128.30015470859573,-1.0,7.814674199170493,7.931715427722426
25,10,si,73.75060565536698,-145.49546589871665,-1.0,10.594750403863243,10.780760211468507
25,10,ta,61.921152396162825,-125.87144181529472,-1.0,8.060030593189484,8.231028831233344
25,25,ka,54.3344579760099,-103.11411846661427,-1.0,10.161610274015258,10.296751125709562
25,25,gu,63.6658429156975,-121.21041385901819,-1.0,8.70176060649652,8.84769468473919
25,25,hi,68.94266312839534,-143.05529543688453,-1.0,8.509799746749879,8.620571059092066
25,25,si,81.46031673833194,-161.07217853868255,-1.0,11.738788141763882,11.953863498062681
25,25,ta,69.21076832256684,-140.26474653526236,-1.0,8.82458066979066,9.006798702420207
25,50,hi,65.76724978883676,-122.64191432890317,-1.0,8.500543336246006,8.865547632461176
25,50,si,84.00229952120641,-155.73521612972078,-1.0,10.51414427567586,11.32538949857201
25,50,ta,73.57563904539283,-141.0791042142697,-1.0,9.186042347023957,9.823613487795662
100,1,ka,43.01318013307078,-86.01621699354672,-1.0,3.342863711485357,3.377598823217648
100,1,gu,49.27438504929303,-94.61947750146662,-1.0,4.1381080189547825,4.1633434247938865
100,1,hi,51.34950624314148,-106.03465671962121,-1.0,2.8358191694005277,2.8476080332640485
100,1,si,51.787998343003466,-100.40831124156958,-1.0,5.238151175621331,5.358316162661642
100,1,ta,44.37289282580265,-90.62891182684092,-1.0,3.7503044531735537,3.7664532281773804
100,10,ka,63.234470429966734,-127.0329059909399,-1.0,4.527896752736002,4.601432026715702
100,10,gu,67.78515212846422,-129.64256844048154,-1.0,5.017277421032364,5.042731101983532
100,10,hi,67.50735033896227,-138.78221609240018,-1.0,3.9939110125031263,4.02579039417483
100,10,si,71.29767010176127,-139.37527781895193,-1.0,7.656071486074189,7.833942399773697
100,10,ta,60.01288031814477,-121.0296685159499,-1.0,5.2086304397055025,5.238175394027209
100,25,ka,71.19599470315782,-142.8752887836188,-1.0,5.1545019102319,5.241877739533299
100,25,gu,73.90674750928622,-141.39480949783268,-1.0,5.29744382442975,5.319536814721128
100,25,hi,74.19960648925489,-152.82886367202258,-1.0,4.379748377507773,4.415747116906256
100,25,si,78.27104339390803,-153.62852326622078,-1.0,8.538955211072517,8.731216407696852
100,25,ta,66.05120419964233,-132.687487657558,-1.0,5.661227159836457,5.69286804111112
100,50,hi,71.13237909758651,-134.67519160234744,-1.0,1.9559829022948803,3.6308561445002314
100,50,si,75.51197246282014,-135.5422225352143,-1.0,5.640804148128686,13.956799348921956
100,50,ta,65.34899020465272,-120.99692611088442,-1.0,4.554559222893528,10.317519464755783
1,1,ka,24.235531639571988,-52.17169093490397,-1.0,4.616672421865868,4.780979550919464
1,1,gu,30.25660046674223,-53.44564689134905,-1.0,6.180399551994363,6.610101754222942
1,1,hi,36.620883269433996,-73.02879855676717,-1.0,6.151221345644624,6.47349900550617
1,1,si,53.20475420333917,-106.70778204891195,-1.0,7.733962282498879,8.215360337789797
1,1,ta,41.174368885887205,-83.69457042144153,-1.0,6.299521566596885,6.7550673546635664
1,10,ka,49.9640651447039,-107.30308998500811,-1.0,9.823186974679125,10.486772474509188
1,10,gu,49.808689101517324,-90.15456303025701,-1.0,8.828047561181434,9.428853628239663
1,10,hi,63.70163175514317,-133.37131127154623,-1.0,9.248501703514586,9.80899247957236
1,10,si,106.34938864913406,-226.2497157759404,-1.0,10.892154271691394,12.042431978030573
1,10,ta,80.39828341819027,-172.44114472656037,-1.0,8.393357088702889,9.323724483243451
1,25,ka,58.112075634156504,-124.1988731659857,-1.0,11.697949841362897,12.441707179567672
1,25,gu,57.000074970206875,-104.80772454307983,-1.0,10.118503185770406,10.755640765264136
1,25,hi,70.18984652013717,-147.19203042701324,-1.0,10.167678586888746,10.725473978917568
1,25,si,119.56139120720313,-256.03474323697236,-1.0,12.350790989862544,13.68698408811519
1,25,ta,89.85004428277945,-192.4485552525985,-1.0,9.548360555169557,10.52513530330216
1,50,hi,21.165102675441368,0.8510167562613239,-1.0,11.263260432244229,14.697497977298234
1,50,si,136.93829521808237,-290.78027830785834,-1.0,12.552689220609537,23.5317519364672
1,50,ta,85.86916296435741,-175.91039707122695,-1.0,11.96653302421013,18.43977869234597
10,1,ka,21.59167699022876,-39.6853842855131,-1.0,6.769877479069729,7.087782946432063
10,1,gu,21.8513776324409,-31.393074457404854,-1.0,7.0639500179808214,7.533044480849373
10,1,hi,25.823217446146728,-45.62664733705823,-1.0,7.0500622782091105,7.360043441033239
10,1,si,34.825959431876086,-65.27048416658099,-1.0,9.366201626494837,9.905497165285638
10,1,ta,28.574836905067173,-54.17020674715737,-1.0,7.694818289328246,8.15769675600127
10,10,ka,41.01513418688527,-81.28087866632042,-1.0,10.465053028965203,11.054415857425695
10,10,gu,42.43614268992298,-71.40285351089224,-1.0,9.400277728740656,9.998642630278942
10,10,hi,54.84422196958491,-111.720926411084,-1.0,9.880635698605476,10.390095296926997
10,10,si,86.27433380550248,-183.81188431918238,-1.0,12.649667902955194,13.852995004139007
10,10,ta,67.59905262986999,-143.661903104425,-1.0,9.983721668563188,10.897567849670551
10,25,ka,48.82654860687068,-98.89129372066192,-1.0,11.978338200073907,12.627878500664362
10,25,gu,47.816727587747756,-81.90035080679394,-1.0,10.46112772971449,11.091767913163128
10,25,hi,62.318458709926475,-128.7852838083549,-1.0,11.017691728188106,11.534806507136194
10,25,si,96.71928016594228,-206.8396965866916,-1.0,14.015010808137255,15.400475884246664
10,25,ta,76.71266600598311,-163.05921397572524,-1.0,11.124757422242057,12.069951357559367
10,50,hi,21.126177735585934,3.276434711101217,-1.0,10.4162423221708,13.249241995289413
10,50,si,128.08034337353828,-278.4586337652314,-1.0,12.995993712724138,21.975216849695247
10,50,ta,80.84747831733783,-163.57181593588348,-1.0,12.20031289255873,17.96056479224224
50,1,hi,52.35532353184671,-124.22771350349637,-1.0,6.063232177520184,7.911949074505652
50,1,si,25.625463276205203,-43.86919665127261,-1.0,10.156654064518053,19.04005263190293
50,1,ta,30.853423217356507,-63.994340279633555,-1.0,6.923975376352265,10.669470717122913
50,10,hi,82.54846982630892,-202.0039562584028,-1.0,7.818413125614828,9.944857687899226
50,10,si,61.29917272958897,-126.34949981219651,-1.0,13.422062725686521,22.695666449394963
50,10,ta,61.16842074639418,-133.9446945062204,-1.0,9.0265969367927,13.288411596831944
50,25,hi,96.39432210674624,-237.33923570401296,-1.0,8.714325353101158,11.022446193858764
50,25,si,65.37962804967634,-133.96852129003233,-1.0,15.132873701881948,25.7933315540774
50,25,ta,71.19664309225816,-156.37791001838053,-1.0,10.235214654877643,14.85027131918751
