c0,c1,c2,c3,c4,c5,rmse,kfold rmse
2.4577647506696483,0.006139864706625823,-0.005064792978315638,0.0015406051630751146,0.0026237897517322217,-1.15120947512209e-08,13.708147248976578,13.705150443678614
