train set size,test set,c0,"c1,1","c1,2",rmse,kfold rmse
1,flores,2.7041581147868605,0.23765123437279392,-1.7720918537540562e-09,2.373002760325829,2.384731576346269
1,bible,8.757853775115821,0.23935105223880543,-2.4861557270960437e-09,8.40243740799977,8.481052124687512
1,gov,6.364092163300856,7.74973645021916,5.649987732811867e-06,9.571365432838103,9.685171262382793
10,flores,6.9500272838386286,-2.4807895713368012e-09,0.08444303753201014,5.395630542945114,5.448371514312337
10,bible,14.794776598803812,-6.794141981939156e-05,-2.293077861915454e-05,13.077937283856391,13.217972986664872
10,gov,17.441687419300084,1.2009228159112106,3.343645595645417e-08,16.943939020340718,17.150237035348617
25,flores,8.399763927141283,1.2015664770131605e-06,4.826498346691397e-10,6.475107999129493,6.5428030535983
25,bible,17.07841306967102,7.826104652637943e-05,-7.188972688430012e-09,14.90076377495619,15.069177271482653
25,gov,19.319092723004875,1.474052168111913,9.644116292081405e-07,18.82137400595464,19.054911885175866
50,flores,23.54445743928464,-21.284888273826315,-9.233423061691092e-09,2.142213791543234,3.057910000290708
50,bible,2.1174209659857026,-4.004412610154265e-09,-0.0026657338481384206,0.8743183644794439,0.954779029211038
50,gov,41.31053578454692,2.2052565701988045,-2.759658788485936e-09,5.320822268030649,10.042154358879204
