c0,"c1,1","c1,2",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-5.509843382377186,10.272222221198643,-2.561994552564153,-1.4966069619485425,9.286536012541575,1.9354700360277768,-4.519522192283891,-1.0227140014115632,-26.007673057972024,-5.37667281467262,6.50971684347481,6.587642718307995
