model,pareto,rawlsian,gov-flores,gov-bible,gov-gov,bible-flores,bible-bible,bible-gov
linear,False,False,4.228813473554171,1.2517638560247937,6.588222258525287,0.8104017195637196,4.2623167313479735,0.6677346721356104
poly2,False,False,3.486507054076524,1.1607754382465614,5.106688097119915,0.7637490253231849,3.568061798439076,0.650976008377962
poly3,False,False,3.382727359885393,1.1685551725074026,4.344133486810962,0.7637481861031417,3.568062276329224,0.6509753323642464
exp,False,False,4.402564713097967,1.26519041187092,6.977689861937807,0.8277317768615017,4.481060752310898,0.6745990665900817
log,True,False,3.388463162502777,1.1672886422274276,4.359273605647859,0.7596120394331175,3.5244243050017188,0.6473093441701261
power,False,False,3.5519550546548158,1.183420187740903,4.613000503266088,0.7664006831193317,3.557626011742656,0.6502570850516365
hmult,False,False,5.020784614083771,1.229742068581653,9.560859791062676,0.8678665939679153,6.9504040719277,0.6635321194566682
scaling,True,True,3.334020633778213,1.157279232205839,4.335437086147593,0.7621720825440174,3.5595333367593214,0.6487981091984677
