train set size,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3",rmse,kfold rmse
1,7.345944627443069,4.152408647829733,2.364110820540504,1.3548348371881944,4.313811230751851,2.4860812446543146,1.4108547814468917,3.9818029026827504,2.442350967122051,1.5409923817869458,0.07154175840425889,-2.533806880587371,-3.0427511784166508,1.20239870603806,-4.3271901605970005,-9.303584968020106,8.039098524372578,4.745788496790657,2.3579721854984625,7.988105741247879,8.005449228659888
10,11.999439887366508,4.350420974022281,1.1833516012889504,-0.003981291157538395,3.4847784570263602,0.5471051894641383,-0.2962237053600113,0.299643634004825,-2.1149139363759737,-2.0050786145018757,4.3096777463383935,0.33853444617287703,-1.5105362372280042,4.60559483536685,-2.051772125170728,-8.040467277485524,-1.726619946024018,-2.64965919139238,-1.644929776943448,13.4973804056216,13.562074079163157
25,13.388070660149037,4.771256686441982,1.2294091326360654,-0.08382818893626603,3.6141890301205835,0.3399502549359547,-0.5324272209343756,0.18881170541477071,-2.514749488964789,-2.3667803570469856,5.14758123558641,0.7376189286025707,-1.4123268474594683,5.32905490056008,-1.9301390715543476,-8.458687834596844,-3.2013006830423762,-3.8394853239586846,-2.311768166942291,15.118926696857637,15.191712545072033
50,10.243314495600591,2.9467563882776733,0.16812679841363767,-0.6990846456216694,4.036721591316924,1.5076120957079377,0.5132892012811031,-4.363048686165692,-6.183255759127015,-4.87194718229097,4.764090284014641,2.1549134638710736,1.0028578294489776,5.142972767596343,0.5528633276153065,-3.578158683843954,4.09744719172376,1.6386181343346091,0.6555466172646777,17.182031958481268,17.875011938646352
